,X0,X1,X2,X3,X4,T,y,tau,b,e
20,0.550835099,0.828145113,0.805466334,0.381791242,0.465841297,1,2.693584661,0.689490106,1.791866729,0.9
21,0.556735775,0.873007652,0.575856621,0.508114387,0.831885296,1,1.771464077,0.714871714,1.934603196,0.9
22,0.207130165,0.515622331,0.994752555,0.385570701,0.356487132,0,1.851117041,0.361376248,1.382639431,0.329264981
23,0.554037206,0.6545737,0.608154114,0.648685761,0.293706875,1,2.742482656,0.604305453,1.727284937,0.9
24,0.039575576,0.167429166,0.808307323,0.348510184,0.882123568,0,-0.780947237,0.103502371,1.000493801,0.1
25,0.114430271,0.429974329,0.93844377,0.037472722,0.206852126,0,0.927763376,0.2722023,0.679322759,0.153958095
26,0.583031684,0.975611144,0.130470835,0.686924777,0.813596802,1,2.005134042,0.779321414,2.343550765,0.9
27,0.797829094,0.954720307,0.761702186,0.714475992,0.568563719,1,4.672479776,0.876274701,1.816369701,0.680635781
28,0.198533947,0.586855972,0.096753958,0.797282256,0.51863349,0,0.567281266,0.392694959,1.739724598,0.357910855
29,0.269339032,0.271221956,0.475789624,0.096882335,0.338300629,0,1.654209067,0.270280494,0.49469113,0.227486196
30,0.547171048,0.688684117,0.456384876,0.718499109,0.126442017,1,-0.1279728,0.617927583,1.71158666,0.9
31,0.458461622,0.017072027,0.689550349,0.406457403,0.601155974,0,1.493460949,0.237766824,0.803480417,0.1
32,0.436807278,0.971749149,0.920340431,0.022569841,0.877535039,1,2.903253506,0.704278214,1.786687252,0.9
33,0.072051603,0.346180809,0.586372028,0.821318482,0.059074268,0,-1.117971981,0.209116206,0.944056078,0.1
34,0.782969209,0.385790694,0.476756706,0.259425112,0.117135549,1,-0.189308353,0.584379951,1.131881461,0.812808073
35,0.276828009,0.798670556,0.072233013,0.500139189,0.55671914,1,4.377516046,0.537749283,1.784537266,0.640069316
36,0.681746627,0.672427944,0.834726389,0.961553062,0.161069789,1,1.073745714,0.677087285,2.257654074,0.9
37,0.288183859,0.93309486,0.745460059,0.374602758,0.691645437,1,-0.030631248,0.610639359,1.588754024,0.747827267
38,0.845800035,0.614932455,0.73099536,0.859406395,0.433745146,1,2.259912594,0.730366245,2.181001672,0.9
39,0.524895018,0.757480569,0.211385873,0.060191858,0.999811608,1,2.049842658,0.641187793,1.675391254,0.9
40,0.394620747,0.489626643,0.215644473,0.162500451,0.458644362,1,0.894972359,0.442123695,1.123951751,0.570412988
41,0.926971907,0.361087636,0.865039919,0.584516606,0.054641019,1,4.002196687,0.644029772,1.74653778,0.86819238
42,0.065837359,0.018759791,0.840940456,0.582717273,0.203756202,0,1.277528247,0.042298575,0.92095632,0.1
43,0.531732248,0.526534235,0.748892143,0.539735982,0.795746568,0,2.50391787,0.529133242,1.831967507,0.770463643
44,0.428354733,0.684858994,0.66475459,0.494130065,0.363833781,0,0.634183266,0.556606864,1.526920594,0.796585488
45,0.870563966,0.259915475,0.892995182,0.979665783,0.49655766,0,1.134484443,0.565239721,2.189319048,0.652484009
46,0.137063144,0.960857669,0.53885,0.614193127,0.527443311,0,1.324669984,0.548960407,1.282971836,0.402038408
47,0.826229578,0.478378232,0.027339286,0.905653094,0.766681117,1,5.328293614,0.652303905,2.682149673,0.9
48,0.897389588,0.149046817,0.373287831,0.993465411,0.022957054,1,2.022633409,0.523218202,1.444996788,0.407940904
49,0.399091992,0.397579773,0.1040617,0.277856891,0.223826378,1,3.448377421,0.398335882,1.181394839,0.478090484
50,0.361045609,0.267338821,0.502804549,0.545605488,0.838085457,0,0.509937253,0.314192215,1.263269545,0.298605598
51,0.611462717,0.07741267,0.344530352,0.866954151,0.997646656,0,1.843137521,0.344437694,1.562278795,0.148159693
52,0.418676768,0.383415983,0.935612125,0.356996756,0.378764187,0,1.982190556,0.401046376,1.409099543,0.483204847
53,0.512096954,0.664218367,0.144468877,0.558040311,0.705765944,1,0.700534196,0.588157661,2.040252878,0.876524837
54,0.153359185,0.691524729,0.56097012,0.646741717,0.608893419,0,3.656195213,0.422441957,1.285664568,0.327041431
55,0.728957461,0.414992069,0.070472858,0.266724353,0.381835391,1,3.910282423,0.571974765,1.640258753,0.813629573
56,0.927229029,0.184862828,0.571438721,0.234732729,0.947266858,1,1.29924966,0.556045928,1.231422818,0.512849679
57,0.154316333,0.325999993,0.659161073,0.281872722,0.419626505,0,-0.085670962,0.240158163,0.699737839,0.15738737
58,0.822043115,0.492113527,0.935670008,0.17650889,0.883222596,1,0.170834681,0.657078321,1.953102631,0.9
59,0.807979325,0.858958621,0.804078454,0.194878806,0.088569675,0,-0.115640963,0.833468973,1.244005746,0.81991469
60,0.98673867,0.894927101,0.733946264,0.14455457,0.545602763,0,0.420655562,0.940832886,0.885989555,0.359171894
61,0.807078587,0.524287593,0.210357636,0.679419343,0.161166296,0,1.854681227,0.66568309,1.898778079,0.9
62,0.313726684,0.487346229,0.106547069,0.982120158,0.590841255,1,2.1126967,0.400536457,2.049222306,0.462071103
63,0.429505024,0.98581693,0.308710524,0.529631066,0.070776451,1,2.918192861,0.707660977,1.609396812,0.9
64,0.990647773,0.339910885,0.247268778,0.185641576,0.584011993,1,2.510768867,0.665279329,1.476708204,0.871314492
65,0.829186522,0.889172496,0.598605996,0.821064369,0.165482947,1,1.899801983,0.859179509,1.658022626,0.734770499
66,0.689643836,0.43036677,0.730985389,0.994566526,0.210701134,1,2.290200592,0.560005303,2.00969235,0.803066758
67,0.227157224,0.266936794,0.662050012,0.147850583,0.923034805,1,0.408480104,0.247047009,0.851233916,0.189345517
68,0.569350457,0.551825173,0.665803795,0.025273324,0.09224455,0,1.647172313,0.560587815,0.960770961,0.834393564
69,0.193503414,0.800308327,0.258791709,0.018135108,0.411070106,0,2.971510339,0.496905871,0.807580755,0.467547715
70,0.169261173,0.76545737,0.70951565,0.85682048,0.471013288,0,1.313883722,0.467359271,1.57600602,0.395885281
71,0.753899114,0.931553478,0.190905599,0.255380318,0.551542913,1,1.553777416,0.842726296,1.526984204,0.804753732
72,0.647226218,0.316717349,0.524219563,0.014413943,0.51962934,1,3.404355989,0.481971784,0.875791292,0.600389505
73,0.315328966,0.68495892,0.126823905,0.112892369,0.259901096,1,1.824043226,0.500143943,1.14902423,0.627660517
74,0.342532593,0.851116087,0.138643455,0.156566083,0.186344625,1,3.40063137,0.59682434,1.303996965,0.793101464
75,0.181904506,0.119352087,0.666182264,0.30488389,0.301650882,0,-0.634255869,0.150628296,0.57909567,0.1
76,0.125634628,0.022857116,0.939512742,0.513723075,0.075060893,0,1.0424978,0.074245872,0.94661784,0.1
77,0.264676398,0.684438726,0.30853689,0.371076171,0.855121402,1,1.558549733,0.474557562,1.410839464,0.538886348
78,0.399465316,0.092469481,0.664784289,0.425166593,0.32636467,0,1.818655706,0.245967399,0.758441624,0.115784972
79,0.275863258,0.058989476,0.622585227,0.111280066,0.722977903,0,0.945540353,0.167426367,0.553924256,0.1
80,0.850080823,0.488648561,0.866555198,0.496859776,0.875523157,1,2.286479007,0.669364692,2.168227414,0.9
81,0.457879558,0.322570341,0.946430029,0.213278173,0.683735954,0,0.389703905,0.390224949,1.401281689,0.447535998
82,0.955066151,0.303578939,0.944714827,0.0344971,0.864158885,1,2.04526372,0.629322545,1.652154654,0.790035556
83,0.074550571,0.657507316,0.569285461,0.700927401,0.77533765,0,1.585315035,0.366028944,1.25158243,0.153385254
84,0.673314046,0.6044113,0.619094399,0.952036171,0.675184914,1,3.779909262,0.638862673,2.275579772,0.9
85,0.72932447,0.514064134,0.742958035,0.216365477,0.831549862,1,0.52341919,0.621694302,1.673980407,0.9
86,0.603083993,0.34203619,0.782992038,0.175006916,0.409541912,0,2.982470198,0.472560091,1.143569306,0.603622447
87,0.733889505,0.435683808,0.317263961,0.767556812,0.081855189,1,1.08778585,0.584786657,1.719165662,0.843896335
88,0.525256807,0.454985016,0.331505936,0.616925595,0.482830073,1,0.829653643,0.490120911,1.597337935,0.682216805
89,0.958084775,0.287706842,0.919390426,0.756769601,0.180048342,1,3.977858331,0.622895809,1.96029601,0.761725578
90,0.20526707,0.632432998,0.029929357,0.714948065,0.323755627,0,0.803214342,0.418850034,1.715380823,0.396622126
91,0.784536368,0.531419558,0.397098215,0.146244967,0.28316257,1,1.207711203,0.657977963,1.275133667,0.9
92,0.108053454,0.701707546,0.851054971,0.770979852,0.723271842,1,3.261054958,0.4048805,1.615050347,0.235955389
93,0.021182766,0.125636068,0.246696513,0.731368518,0.65567926,0,-0.226687136,0.073409417,1.195894145,0.1
94,0.570650045,0.549386018,0.145762384,0.121804678,0.240837475,1,2.281769104,0.560018032,1.326415305,0.833223312
95,0.638682914,0.404119979,0.656599333,0.13672946,0.253961974,0,0.433888571,0.521401447,1.037636531,0.724879382
96,0.966539828,0.279634832,0.58421359,0.981982244,0.291375771,1,3.371684103,0.62308733,1.892542756,0.75068877
97,0.901419566,0.674841022,0.955447879,0.858943174,0.00211189,1,1.857263755,0.788130294,2.217525479,0.9
98,0.538043742,0.837173725,0.55030384,0.050020533,0.677332762,1,-0.097780723,0.687608733,1.381649595,0.9
99,0.611076615,0.893887976,0.985172856,0.630675406,0.991451486,1,2.75286779,0.752482295,2.586656516,0.9
100,0.378647957,0.00907943,0.971010789,0.430244762,0.918602699,0,2.088975463,0.193863693,1.344048734,0.1
101,0.219357621,0.85754846,0.063456067,0.723683813,0.745589652,0,1.223644372,0.53845304,2.034781918,0.557162068
102,0.253457365,0.951505897,0.378618335,0.695192839,0.688076051,0,2.244953853,0.602481631,1.755911075,0.687213194
103,0.237470389,0.96592317,0.479881828,0.270461496,0.954748999,0,0.812466529,0.601696779,1.408490668,0.65984519
104,0.7011952,0.761611814,0.3580581,0.681177554,0.634437944,0,1.860333662,0.731403507,2.032979404,0.9
105,0.106529049,0.216474245,0.092217362,0.505533777,0.368368578,0,-0.257723388,0.161501647,1.094675693,0.1
106,0.759659586,0.293734106,0.829978112,0.773661836,0.783522528,1,1.999972393,0.526696846,2.028182897,0.644988688
107,0.497028557,0.233646693,0.273414363,0.473988509,0.740883701,0,2.903484662,0.365337625,1.303903194,0.356790732
108,0.59192244,0.8060431,0.419872773,0.133454974,0.571965159,0,0.599949523,0.69898277,1.429694941,0.9
109,0.980315912,0.573328709,0.441200581,0.844353393,0.397167095,1,1.726628214,0.776822311,2.03091589,0.9
110,0.359253247,0.278486675,0.459210133,0.854025038,0.77144179,0,-0.487322385,0.318869961,1.552231703,0.309158143
111,0.487144854,0.192007471,0.136607312,0.147211924,0.568297991,0,0.565442835,0.339576163,0.985109022,0.289639611
112,0.441208251,0.158700861,0.019440122,0.09602057,0.937595712,0,0.52367629,0.299954556,1.244898974,0.218204956
113,0.788665339,0.440532111,0.152862658,0.668376698,0.119097665,1,1.280883055,0.614598725,1.856249737,0.887315538
114,0.506626211,0.780157292,0.286295907,0.93479672,0.86317359,0,3.030535231,0.643391752,2.404059969,0.9
115,0.829027125,0.8541618,0.842204292,0.238714546,0.619381993,0,0.849843232,0.841594462,1.576367948,0.79375485
116,0.677633316,0.677875416,0.993115244,0.811916562,0.392767748,0,0.444509177,0.677754366,2.486482808,0.9
117,0.666811805,0.624116033,0.2591351,0.888606615,0.619120525,1,1.177457971,0.645463919,2.279717801,0.9
118,0.004089891,0.749465097,0.514187766,0.849431414,0.880190181,0,1.853138407,0.376777494,1.299558646,0.1
119,0.416283651,0.67015232,0.283346939,0.282588103,0.198465212,1,2.907738241,0.543217986,1.244151361,0.768453555
120,0.317895882,0.884066397,0.594800663,0.251617312,0.665982879,0,1.762653488,0.60098114,1.375176966,0.772593883
121,0.21361227,0.928497206,0.603137212,0.688167002,0.174249359,1,1.841130335,0.571054738,1.380120378,0.583554127
122,0.766276513,0.965850201,0.801548862,0.628513742,0.749759703,1,2.149299758,0.866063357,1.913992653,0.728735627
123,0.572459333,0.752256252,0.761742887,0.356859843,0.646055152,1,2.081997637,0.662357792,1.793256848,0.9
124,0.857007059,0.770280204,0.192213942,0.991106718,0.160109054,1,2.508226061,0.813643632,2.136727175,0.876101415
125,0.084663659,0.012873091,0.563821654,0.422204181,0.943421802,0,1.412018198,0.048768375,0.905485451,0.1
126,0.788445469,0.499824164,0.215380989,0.196914834,0.395465849,0,-1.531013826,0.644134816,1.501813128,0.9
127,0.831589027,0.845651905,0.128911902,0.601734583,0.580381227,0,0.164385282,0.838620466,1.970339865,0.803001915
128,0.659288301,0.381519504,0.057482837,0.10656399,0.621790998,1,1.945515908,0.520403903,1.519602748,0.71050038
129,0.09760368,0.576089278,0.003402062,0.195270365,0.459783701,0,0.867597163,0.336846479,1.094110822,0.175729582
130,0.560213469,0.646478345,0.649004302,0.094847711,0.995217889,1,2.842873509,0.603345907,1.544564434,0.9
131,0.418159825,0.394761462,0.273999749,0.433443666,0.59010893,1,2.253163233,0.406460643,1.326309269,0.495658911
132,0.317037139,0.621991142,0.662919307,0.399278655,0.595938264,1,1.321398437,0.46951414,1.330964707,0.580631518
133,0.771114589,0.327052664,0.019833449,0.889175882,0.376823465,1,1.715554526,0.549083627,2.250673621,0.711966173
134,0.157713946,0.175052646,0.743336215,0.867327666,0.484108742,0,0.64259782,0.166383296,1.314432214,0.1
135,0.506987752,0.392462409,0.927355056,0.599202845,0.539422924,1,-0.132719195,0.44972508,1.819352582,0.585173588
136,0.102569866,0.609860106,0.275428661,0.910984122,0.515566507,1,1.561288054,0.356214986,1.464886403,0.195254455
137,0.228918838,0.733193817,0.375680256,0.392199181,0.617027257,1,1.022227695,0.481056327,1.234817583,0.503193977
138,0.400592897,0.165332291,0.996939844,0.690352948,0.353377534,1,2.614342481,0.282962594,1.567512672,0.206572539
139,0.521866752,0.316123112,0.921721368,0.783196924,0.474900519,1,1.718583618,0.418994932,1.871733111,0.495388103
140,0.18332292,0.916412393,0.924204082,0.155310566,0.672193574,0,1.488186702,0.549867657,1.354927123,0.503621563
141,0.841594931,0.198564878,0.248019929,0.748367233,0.659763459,0,2.146497641,0.520079904,1.706445813,0.501208939
142,0.534863309,0.066976825,0.839744751,0.181475762,0.284645842,0,0.230072141,0.300920067,0.666956925,0.11230525
143,0.025935259,0.490838654,0.059527477,0.567720032,0.521986916,0,0.287525702,0.258386957,1.256727479,0.1
144,0.378738703,0.207285186,0.845731084,0.341767508,0.428027495,0,1.454702855,0.293011944,1.038985112,0.244143891
145,0.517516593,0.411966844,0.663298086,0.034749568,0.773119988,0,0.666150067,0.464741719,1.095460751,0.620818659
146,0.511577311,0.651622111,0.67829021,0.743443387,0.470279832,1,2.063219672,0.581599711,1.908217674,0.866059573
147,0.70525037,0.992353298,0.391626558,0.777728878,0.722217783,1,2.135319427,0.848801834,1.97160737,0.809279994
148,0.674523286,0.032774148,0.026276864,0.709645492,0.385076777,0,-0.379841048,0.353648717,1.420406236,0.1
149,0.354682166,0.276046159,0.114754458,0.553886216,0.665427901,0,1.034568225,0.315364162,1.486190188,0.302761765
150,0.762852393,0.647699577,0.704269696,0.645054138,0.908662159,1,2.104157887,0.705275985,2.182665611,0.9
151,0.371604152,0.472945916,0.482506585,0.819491249,0.800084789,1,1.9752039,0.422275034,1.744648214,0.524502531
152,0.921154128,0.056194043,0.29246931,0.696081897,0.692342146,0,2.597964771,0.488674086,1.290294583,0.161903638
153,0.338930648,0.356095912,0.353795218,0.481909966,0.099498147,0,0.679612317,0.34751328,0.944555183,0.370144468
154,0.691679823,0.181514616,0.24107706,0.433591725,0.618928908,0,0.998816887,0.436597219,1.26141756,0.384279202
155,0.013264778,0.542577834,0.237856216,0.572635104,0.432615384,0,2.589169619,0.277921306,0.948990188,0.1
156,0.592474885,0.406695493,0.997451475,0.653140331,0.352338193,1,2.10937113,0.499585189,2.010960715,0.686735349
157,0.125322459,0.538134479,0.210007898,0.30723532,0.10305428,0,1.599954736,0.331728469,0.737241814,0.210288516
158,0.598891726,0.428025656,0.676810988,0.371472673,0.448560466,1,0.993916957,0.513458691,1.379328921,0.721051763
159,0.825509934,0.936895806,0.399246817,0.516374766,0.439250948,1,2.672864263,0.88120287,1.409524745,0.653222097
160,0.539306145,0.797216586,0.334269721,0.964071923,0.876590399,1,3.10323147,0.668261365,2.433178408,0.9
161,0.947813691,0.165472325,0.77731335,0.31920308,0.115436388,0,1.054397068,0.556643008,1.003748783,0.47302212
162,0.652154259,0.282002557,0.646431014,0.893349623,0.583389633,1,2.132511532,0.467078408,1.774083855,0.546155332
163,0.016322222,0.706675577,0.680893421,0.411089853,0.117484172,0,-0.025532598,0.361498899,0.571505618,0.1
164,0.208826184,0.856487711,0.946137148,0.063564854,0.692120033,0,1.672992844,0.532656948,1.340493241,0.532791661
165,0.405554254,0.316835477,0.777250053,0.972162622,0.729496858,0,0.657671299,0.361194865,1.883447509,0.392801274
166,0.203273735,0.833648315,0.061507737,0.373901264,0.74187778,1,1.218313709,0.518461025,1.636968322,0.507577238
167,0.969209546,0.046816551,0.982623829,0.921644055,0.940565833,0,3.115076757,0.508013049,1.999846122,0.142067629
168,0.812749122,0.772167586,0.122903776,0.96212231,0.006252419,1,2.908562955,0.792458354,2.1704009,0.9
169,0.285334792,0.854076452,0.117820564,0.465724155,0.587736178,1,1.859098495,0.569705622,1.744683461,0.692968975
170,0.923570719,0.99030712,0.629217902,0.573046859,0.607831961,0,1.177452028,0.95693892,1.17538579,0.265028418
171,0.861578613,0.09811158,0.359246611,0.850923767,0.283882429,1,1.32159568,0.479845097,1.294939105,0.262451091
172,0.689584073,0.216993289,0.433547826,0.957475738,0.698686101,1,1.404399013,0.453288681,1.768619398,0.452968826
173,0.276204175,0.58172977,0.249653762,0.597839378,0.679366669,1,2.63376726,0.428966973,1.54648333,0.48361414
174,0.69812827,0.175825488,0.356604904,0.221801682,0.132236068,0,2.664895657,0.436976879,0.705183772,0.376139749
175,0.359117314,0.668162817,0.180884036,0.054265673,0.141247297,0,-0.246682614,0.513640065,1.012989243,0.684429925
176,0.032468903,0.348190635,0.272132073,0.255318953,0.459337668,0,0.848108891,0.190329769,0.624344766,0.1
177,0.311637026,0.774252804,0.820073976,0.811969144,0.107444674,1,1.501362071,0.542944915,1.758072428,0.687486246
178,0.96214983,0.765960831,0.318671484,0.496354192,0.868099967,0,2.45296788,0.864055331,1.731617912,0.735453675
179,0.961654457,0.819374358,0.266768626,0.395942634,0.115571202,1,3.403560267,0.890514408,1.18049274,0.617970757
180,0.154559277,0.199651395,0.571751554,0.950873228,0.287369194,0,1.197492143,0.177105336,1.20164581,0.1
181,0.602778829,0.818325273,0.676123481,0.763566722,0.644663737,1,1.718804987,0.710552051,2.147713991,0.9
182,0.225174854,0.344340438,0.597853287,0.728021066,0.777643624,0,0.141927085,0.284757646,1.377180693,0.241187284
183,0.811684256,0.708485364,0.878685887,0.837531112,0.913941344,1,2.217601716,0.76008481,2.553628977,0.9
184,0.545638233,0.098313074,0.539291016,0.872160982,0.870679648,0,-0.126585463,0.321975654,1.478317418,0.167729043
185,0.922050113,0.354716446,0.790714395,0.248387168,0.512413288,1,2.50249951,0.63838328,1.529637556,0.856014025
186,0.326976826,0.232487455,0.090445561,0.298499978,0.170639065,0,0.527364652,0.279732141,0.95584316,0.236553972
187,0.777963612,0.575253848,0.072542314,0.324466696,0.934373637,1,1.64877491,0.67660873,2.143536615,0.9
188,0.743979789,0.878953634,0.289404796,0.151040239,0.513741297,1,2.894243055,0.811466711,1.381954294,0.885342727
189,0.282073564,0.167568807,0.630734374,0.385075813,0.226421973,0,0.762553167,0.224821186,0.680417454,0.147947701
190,0.575546126,0.570847799,0.094487606,0.908420966,0.252604464,1,2.248586305,0.573196962,2.222016839,0.858413037
191,0.134986284,0.710205213,0.81306168,0.162356385,0.052263761,0,-1.324297287,0.422595748,0.681148967,0.29664547
192,0.367788448,0.369032499,0.091170772,0.814211748,0.606377534,0,1.219712531,0.368410474,1.865274886,0.413591697
193,0.334980055,0.437857846,0.56766136,0.849461287,0.895464055,1,1.439105505,0.38641895,1.751004251,0.444654816
194,0.382502121,0.358048649,0.564478634,0.56481889,0.261612686,0,1.821028112,0.370275385,1.121042647,0.417102426
195,0.14649119,0.828807864,0.912250989,0.507553646,0.632158108,0,1.685977008,0.487649527,1.535782858,0.372248402
196,0.047526814,0.177128174,0.038293508,0.758577409,0.097676309,0,1.2263118,0.112327494,1.260205238,0.1
197,0.901477406,0.898150909,0.634324568,0.838163237,0.680239256,0,0.045012231,0.899814157,1.777328397,0.562959352
198,0.380521982,0.923007459,0.984626029,0.194180723,0.132342105,1,2.912603556,0.65176472,1.622823106,0.892746555
199,0.603619498,0.327621754,0.44015626,0.477670799,0.141678167,0,1.525738103,0.465620626,1.137747122,0.582074693
200,0.206000913,0.589095652,0.337077867,0.399940273,0.943319741,0,1.951236487,0.397548282,1.296764308,0.372076922
201,0.578637058,0.503918378,0.919214815,0.589018906,0.670085852,0,0.514409597,0.541277718,2.068742703,0.793198749
202,0.671946486,0.041335125,0.234888609,0.865164399,0.514216693,0,1.365415739,0.356640805,1.349987868,0.1
203,0.058978998,0.970566163,0.928159633,0.1983168,0.316268467,1,2.731435699,0.514772581,0.901958875,0.178866499
204,0.444914069,0.134120668,0.620048567,0.529831904,0.081628517,0,0.276454128,0.289517369,0.785839037,0.186369557
205,0.706302874,0.804065559,0.650949585,0.216570173,0.330933015,1,1.132871545,0.755184216,1.404933726,0.9
206,0.648356488,0.101757289,0.400365775,0.969852996,0.349142188,0,0.441842597,0.375056888,1.370063793,0.205785745
207,0.066642071,0.731574183,0.468678265,0.637215077,0.019271415,0,0.103022516,0.399108127,0.801378747,0.152565861
208,0.28813255,0.717837655,0.028553295,0.055310256,0.835810319,1,2.62705653,0.502985102,1.522753151,0.605013744
209,0.910093376,0.283429805,0.4153644,0.189986768,0.926020314,0,1.250013173,0.59676159,1.391862947,0.724539652
210,0.429696417,0.764596959,0.510663014,0.490949298,0.000905352,1,1.687114029,0.597146688,1.350034892,0.858405519
211,0.677668571,0.69439742,0.943331122,0.594955324,0.101224861,1,5.27650989,0.686032996,2.03438199,0.9
212,0.302138009,0.611351313,0.176141744,0.055025178,0.040976231,1,1.634441907,0.456744661,0.833549239,0.548267604
213,0.782141488,0.200202506,0.266664144,0.561120438,0.981716109,0,2.465366957,0.491171997,1.633199044,0.472329308
214,0.037292961,0.383058897,0.33219177,0.813161254,0.51868514,1,1.387977761,0.210175929,1.173686874,0.1
215,0.311178332,0.338946109,0.725788318,0.567273333,0.317166046,0,-0.700115323,0.325062221,1.153139067,0.325321982
216,0.366048672,0.238454527,0.262909629,0.028050481,0.267025567,0,0.762635029,0.302251599,0.544780169,0.270793217
217,0.566575184,0.194133361,0.609448263,0.300084789,0.723357614,1,1.428135222,0.380354273,1.024433186,0.338711746
218,0.358725252,0.879465312,0.419828556,0.085079664,0.930702513,1,2.249594702,0.619095282,1.399931198,0.836645357
219,0.83449104,0.42247733,0.787047181,0.349088576,0.170770857,1,0.009663412,0.628484185,1.493885991,0.894619818
220,0.047826348,0.423790372,0.786319778,0.284913886,0.325476904,0,0.606141865,0.23580836,0.675242235,0.1
221,0.558730887,0.49769258,0.430787042,0.838949633,0.871797348,1,2.962710789,0.528211733,2.05107594,0.766646767
222,0.956076941,0.838206541,0.635555797,0.797941574,0.216284761,1,2.028124092,0.897141741,1.527081674,0.584246971
223,0.682084847,0.018378313,0.170496528,0.039113714,0.068860075,0,-0.028161819,0.35023158,0.330060301,0.1
224,0.808721718,0.814840406,0.339649015,0.48639198,0.499462119,1,2.24133685,0.811781062,1.665395141,0.877847225
225,0.319522316,0.72754844,0.528033944,0.966034961,0.896809564,0,0.265227343,0.523535378,2.083119338,0.66710779
226,0.624813603,0.660818933,0.056529943,0.494701836,0.970825236,1,4.558468898,0.642816268,2.336231787,0.9
227,0.640859248,0.553248438,0.321296319,0.944881096,0.224874714,1,2.419418424,0.597053843,2.018599261,0.897410797
228,0.448575536,0.759038096,0.309562555,0.727984212,0.317720314,1,2.10894131,0.603806816,1.836418296,0.877041087
229,0.662511675,0.579920244,0.077368213,0.715647129,0.301692083,1,1.445631329,0.621215959,2.15828552,0.9
230,0.217043304,0.660860878,0.618896148,0.731465016,0.144430364,1,1.809431079,0.438952091,1.267472633,0.435519847
231,0.210061806,0.136960398,0.166994793,0.794257912,0.647309935,1,1.945513697,0.173511102,1.429958891,0.1
232,0.91652056,0.864124118,0.022233813,0.324457344,0.536627788,1,2.827443173,0.890322339,1.657253721,0.607961425
233,0.373405952,0.719373361,0.181122439,0.145961903,0.907518929,0,1.113397133,0.546389656,1.550320584,0.747233419
234,0.753255171,0.670717499,0.603247769,0.640886357,0.770819708,0,2.356134957,0.711986335,2.047481878,0.9
235,0.573934526,0.604270251,0.749221394,0.507785491,0.276852531,1,1.166670949,0.589102388,1.65684874,0.886414377
236,0.763334317,0.634127231,0.008394062,0.589943733,0.94575327,1,1.337039342,0.698730774,2.544918171,0.9
237,0.413367154,0.685611646,0.146200961,0.946391934,0.719526331,1,1.496570064,0.5494894,2.333798818,0.777296199
238,0.36309131,0.810131031,0.438015212,0.948037359,0.271952574,1,3.353594038,0.58661117,1.889779259,0.798081385
239,0.799708429,0.118475282,0.671253077,0.321286669,0.56689834,0,0.278231709,0.459091856,0.956667658,0.293276586
240,0.670625143,0.190999799,0.920383412,0.676377064,0.263308234,0,3.235305213,0.430812471,1.553107331,0.391631723
241,0.530109106,0.405674453,0.006484104,0.251926772,0.479661212,0,-0.05095806,0.467891779,1.604242716,0.625369459
