,X0,X1,X2,X3,X4,X5,X6,X7,X8,T,y,tau,b,e
66,0.318696904,0.184064149,0.039710539,0.216589367,0.095995584,0.890904865,0.791656845,0.461266774,0.660355052,1,-1.072670668,0.251380526,0.871566516,0.183246581
67,0.054822584,0.401327781,0.298744276,0.831148477,0.132702084,0.995437132,0.215374485,0.213710652,0.126968458,0,2.032125924,0.228075182,1.047573,0.1
68,0.805157735,0.356716183,0.918589613,0.062144596,0.765860496,0.899130861,0.480158186,0.77892898,0.172638398,1,-0.016641955,0.580936959,1.580267385,0.784758013
69,0.927014084,0.884881544,0.445045032,0.577540704,0.505231919,0.723861266,0.686424985,0.046152208,0.206165536,1,3.317012655,0.905947814,1.371233783,0.535037022
70,0.06105732,0.023646358,0.585765874,0.601735519,0.345720382,0.156249848,0.680400165,0.643158571,0.249457984,0,1.173389545,0.042351839,0.793843044,0.1
71,0.988283374,0.221790137,0.560119498,0.168667571,0.87270957,0.880669544,0.669630234,0.706903789,0.340430236,1,2.719663873,0.605036756,1.247715926,0.635464862
72,0.577040428,0.893982612,0.567915657,0.642868824,0.896289633,0.949646586,0.617663086,0.647248832,0.611355629,1,1.678436528,0.73551152,2.098997029,0.9
73,0.773386621,0.684669746,0.772348352,0.902665545,0.533184205,0.493257292,0.704337897,0.480287009,0.382370626,1,5.015226304,0.729028184,2.313309264,0.9
74,0.034542127,0.634987813,0.130418373,0.578617155,0.929744819,0.906691867,0.476908641,0.920099493,0.352775326,0,2.422131718,0.33476497,1.385523362,0.1
75,0.745881001,0.68501094,0.84007241,0.027404852,0.802809252,0.172842685,0.202666936,0.513607161,0.947526043,1,2.277601057,0.715445971,1.659517771,0.9
76,0.851610458,0.031931915,0.425462237,0.306892637,0.568662624,0.904908257,0.932901741,0.552558707,0.225772886,0,-0.133363004,0.441771186,0.687662889,0.1
77,0.544466811,0.154655567,0.737272335,0.223070074,0.147120507,0.521443681,0.888857357,0.750554186,0.593254409,0,0.21262409,0.349561189,0.670689298,0.261462648
78,0.589676136,0.234450256,0.339087799,0.276240643,0.179613772,0.53571842,0.465319046,0.246140176,0.614530681,0,1.514536034,0.412063196,0.838630542,0.420797541
79,0.837892407,0.546834755,0.674486677,0.395175837,0.363316023,0.847203282,0.174499029,0.40436109,0.851925933,1,2.217378582,0.692363581,1.629110496,0.9
80,0.473677863,0.340289592,0.048712966,0.918624757,0.055488521,0.315553765,0.444655623,0.107238145,0.711533636,0,2.337539844,0.406983727,1.838708895,0.485019902
81,0.021138803,0.989034659,0.694850005,0.351497279,0.056548281,0.653119015,0.094025669,0.942496968,0.687047593,0,-1.511158817,0.505086731,0.52133856,0.1
82,0.210910536,0.685198518,0.754288362,0.770917704,0.955747914,0.322203169,0.737599913,0.141820568,0.740164952,0,1.061649545,0.448054527,1.816688818,0.438572016
83,0.732047877,0.647425997,0.551865695,0.081223486,0.796039405,0.737932868,0.40820838,0.277857474,0.00892874,1,2.85679907,0.689736937,1.481275574,0.9
84,0.103783098,0.375673195,0.305726155,0.665901079,0.391794523,0.182719888,0.721848018,0.775545764,0.172029429,0,-0.352253738,0.239728147,1.059463025,0.12218003
85,0.73728407,0.811417449,0.612607737,0.848817508,0.375910636,0.625969902,0.343823675,0.316209599,0.032195847,1,1.925186162,0.774350759,2.014879495,0.9
86,0.789349023,0.875592135,0.75567405,0.722142363,0.42100107,0.11410185,0.713210819,0.272239926,0.435881353,1,0.514997455,0.832470579,1.888429718,0.825048381
87,0.518504742,0.789091707,0.661118204,0.613830185,0.433938404,0.432865824,0.326800622,0.656999753,0.420106366,1,4.442374271,0.653798224,1.842260843,0.9
88,0.524701895,0.908123519,0.816100269,0.886206352,0.525388015,0.152095993,0.785573762,0.59810439,0.228485049,1,3.625721034,0.716412707,2.346013753,0.9
89,0.849189523,0.250191861,0.161482327,0.099754712,0.960040916,0.509839345,0.241658098,0.58994617,0.656787948,0,1.739272007,0.549690692,1.427959616,0.618996015
90,0.22986066,0.93919216,0.881384942,0.926862058,0.629883055,0.126790698,0.66811387,0.552319396,0.312672414,0,1.210458529,0.58452641,2.160118523,0.62740599
91,0.617408552,0.934836001,0.672575485,0.891892711,0.246863894,0.145389087,0.292592384,0.787913964,0.751479945,1,2.483828856,0.776122276,2.045640804,0.9
92,0.601828557,0.915811539,0.303826584,0.223589864,0.78276848,0.173958981,0.083537318,0.66122447,0.048472988,1,3.760168316,0.758820048,1.679053046,0.9
93,0.517692236,0.18774596,0.314448389,0.004169291,0.175435228,0.669799182,0.886557719,0.741285119,0.033002704,1,-1.147014838,0.352719098,0.461368821,0.300623115
94,0.611757325,0.387636793,0.030313981,0.169625504,0.2664077,0.094396362,0.183926988,0.078783626,0.046025509,0,1.362006028,0.499697059,1.422008266,0.677968999
95,0.369398086,0.920465398,0.787995496,0.488060139,0.545848069,0.713153372,0.448741211,0.966252552,0.548702559,1,3.18799792,0.644931742,1.803201143,0.876334158
96,0.578417317,0.347342099,0.294539766,0.94450709,0.240232911,0.640745229,0.954032168,0.005230187,0.466114592,0,2.386501498,0.462879708,1.739143731,0.59009237
97,0.94973044,0.508361776,0.509130308,0.365966209,0.418428636,0.488959803,0.469740846,0.00946523,0.633209717,1,2.195728408,0.729046108,1.573888824,0.9
98,0.653739685,0.298716852,0.943179699,0.474607046,0.416499396,0.376595739,0.408372079,0.750149866,0.492621049,0,2.284019984,0.476228268,1.65140581,0.575732574
99,0.808464584,0.154446756,0.289429562,0.924794245,0.343135036,0.447629411,0.109721802,0.004173414,0.719030423,0,2.060979787,0.48145567,1.567332371,0.38229079
100,0.698785682,0.46194158,0.925092675,0.017527942,0.551765321,0.63996545,0.56384978,0.170841981,0.393393581,1,0.274320817,0.580363631,1.503823694,0.849005526
101,0.534645022,0.410363514,0.612378897,0.117480665,0.494737387,0.064733475,0.999978205,0.699448823,0.009021894,1,1.249649018,0.472504268,1.02607498,0.635967589
102,0.468196017,0.134301005,0.616956755,0.676664406,0.726770344,0.561181325,0.951384062,0.278481845,0.723962193,0,1.291361389,0.301248511,1.263665915,0.196258572
103,0.886605869,0.348075575,0.012078052,0.368955897,0.273327204,0.837956196,0.379324014,0.102746855,0.811123079,0,0.424128141,0.617340722,1.806365958,0.824610804
104,0.684944313,0.472582245,0.400115949,0.978079414,0.4406875,0.86179339,0.435498008,0.486571298,0.483759441,1,1.340513983,0.578763279,2.068863591,0.85048678
105,0.28636407,0.450686206,0.611620636,0.239459139,0.948708264,0.279664309,0.938750538,0.774133444,0.390986281,0,1.785927192,0.368525138,1.133168519,0.394436915
106,0.139551544,0.080616177,0.579793185,0.363618168,0.106607463,0.373458619,0.700923344,0.373013608,0.081418802,0,0.120516329,0.11008386,0.464991716,0.1
107,0.289324497,0.798885431,0.38629632,0.602399877,0.013924974,0.371725013,0.266188073,0.227279336,0.773765228,0,-0.3781098,0.544104964,1.299206744,0.663987326
108,0.629446906,0.849773531,0.768027519,0.528074834,0.859016506,0.326631794,0.612188927,0.74093113,0.6939046,1,2.90698586,0.739610219,2.095260328,0.9
109,0.744917943,0.213568954,0.604989482,0.26171079,0.358965408,0.932697127,0.461244088,0.842914502,0.04646455,0,1.427224485,0.479243449,0.942489268,0.479250192
110,0.390511222,0.234804746,0.287520866,0.031920235,0.909677112,0.988003331,0.870538174,0.291462604,0.254483453,0,0.177704565,0.312657984,0.861150897,0.284097342
111,0.817293674,0.741824971,0.146722119,0.376990049,0.292316596,0.885429136,0.976793402,0.184036099,0.952221624,1,1.792067525,0.779559322,1.717524915,0.9
112,0.149973575,0.538418083,0.489801376,0.284272051,0.449571412,0.315125441,0.308883877,0.954606162,0.787262522,0,1.301190892,0.344195829,0.760232538,0.250966758
113,0.653446062,0.769247828,0.662678833,0.02783931,0.165904466,0.766182897,0.717183112,0.076693915,0.08043246,1,0.913304537,0.711346945,1.16368538,0.9
114,0.405344362,0.842516253,0.592884776,0.585877753,0.056518325,0.422585061,0.240925888,0.992871701,0.642421232,1,0.869276553,0.623930307,1.509973054,0.878580975
115,0.790076892,0.371047423,0.756652172,0.853976675,0.557828906,0.723036813,0.760040076,0.658024787,0.074934576,1,2.522428871,0.580562158,2.060824759,0.796192957
116,0.769263828,0.708031338,0.918573831,0.260366704,0.581539148,0.159106969,0.230553937,0.517749679,0.27521577,1,2.464751008,0.738647583,1.891716704,0.9
117,0.87424617,0.792647572,0.69933274,0.514354201,0.85328818,0.170352281,0.964653373,0.980235773,0.439769886,1,3.616043998,0.833446871,1.842267091,0.821801717
118,0.759790612,0.326716073,0.872734229,0.528045761,0.73288817,0.356255054,0.303564555,0.21910621,0.840967008,1,1.78602739,0.543253343,1.875528343,0.703176886
119,0.114070369,0.807470033,0.029773788,0.790664387,0.870281797,0.220187238,0.542520768,0.351245847,0.878468975,0,1.036501813,0.460770201,1.953376349,0.285345683
120,0.427747521,0.221058976,0.901678951,0.316445566,0.974598689,0.413558764,0.406223254,0.963209499,0.612041467,0,1.829034149,0.324403249,1.419147999,0.292711128
121,0.177354318,0.644270466,0.684707329,0.331701232,0.302227555,0.294035355,0.974118777,0.190281196,0.928867411,0,-0.323224882,0.410812392,0.902359999,0.351311394
122,0.375175701,0.703919742,0.381305532,0.788503929,0.902196113,0.957058167,0.4161982,0.897949931,0.385680096,0,0.6810248,0.539547721,2.005490371,0.737711632
123,0.032824184,0.893945476,0.65770464,0.743896613,0.982559131,0.981101623,0.555107031,0.572278518,0.075397496,0,0.459292485,0.46338483,1.376971029,0.1
124,0.464523548,0.447763357,0.736152196,0.649095862,0.256762036,0.741379348,0.339696888,0.497896724,0.594721118,1,1.395256057,0.456143452,1.496934474,0.607921875
125,0.385087303,0.612276158,0.212086917,0.369416037,0.228907819,0.424606141,0.717252834,0.184023697,0.928664925,0,2.441277835,0.498681731,1.324480225,0.674822392
126,0.621842227,0.826443894,0.84319308,0.791579393,0.114458851,0.804933922,0.247202863,0.809077998,0.029893077,0,3.498076873,0.724143061,2.083416066,0.9
127,0.733415976,0.073689483,0.322965445,0.717894766,0.727317582,0.365598888,0.95974509,0.559228472,0.831398437,0,-0.801847663,0.40355273,1.313208947,0.168972923
128,0.203820548,0.953527777,0.149785259,0.125512177,0.037243754,0.501411733,0.123337033,0.723609371,0.25401661,1,2.221397038,0.578674162,0.962764427,0.573329643
129,0.352470193,0.232370151,0.102042862,0.105083312,0.477718311,0.771163553,0.820461687,0.202326544,0.492015956,0,-0.275445564,0.292420172,0.915159947,0.254477712
130,0.953171153,0.424014212,0.180374522,0.315417705,0.777431903,0.281939284,0.600818646,0.024419695,0.219713146,1,2.590142195,0.688592683,1.863466527,0.9
131,0.152572875,0.114183135,0.359142581,0.824909544,0.807008114,0.283412405,0.425239255,0.776689837,0.451220625,0,1.321276594,0.133378005,1.322798375,0.1
132,0.558991918,0.80923316,0.177230344,0.181130782,0.790798419,0.420527548,0.716218913,0.49816985,0.951478973,1,1.496674297,0.684112539,1.77370907,0.9
133,0.638513357,0.561664229,0.522504401,0.448321529,0.953362498,0.538733686,0.968304962,0.241953364,0.265634943,1,1.9708906,0.600088793,1.829001957,0.9
134,0.712712589,0.148466407,0.256553238,0.700877897,0.324454422,0.350992482,0.024834875,0.788888275,0.560893459,0,1.668782369,0.430589498,1.307973136,0.326335376
135,0.921274168,0.836894698,0.797576471,0.745218827,0.972027901,0.619999415,0.079966333,0.898548991,0.79783668,0,2.400477007,0.879084433,2.067265982,0.658929692
136,0.154167146,0.507082224,0.501222554,0.863047945,0.657597691,0.769567427,0.812882893,0.714825039,0.377063364,1,1.614123563,0.330624685,1.434983607,0.243133827
137,0.123734641,0.004800813,0.816633395,0.073251341,0.376616344,0.188425559,0.852130461,0.740866166,0.407770605,1,1.941052318,0.064267727,0.463939116,0.1
138,0.77349464,0.804192148,0.435565036,0.026824529,0.632481758,0.182378503,0.880053977,0.733007831,0.762294358,1,0.901462606,0.788843394,1.278769269,0.9
139,0.33070899,0.677717089,0.958040194,0.47899216,0.732379385,0.922429591,0.830170053,0.898621425,0.051172986,0,0.443137398,0.50421304,1.912143924,0.647360432
140,0.215083464,0.964487572,0.596621745,0.515518361,0.981606475,0.548478309,0.41722075,0.583955511,0.323734257,0,0.739347367,0.589785518,1.631538926,0.606545804
141,0.986929864,0.975538004,0.196375784,0.177821084,0.454412808,0.224810268,0.358395847,0.529600053,0.553458092,0,-0.150975176,0.981233934,0.706042941,0.116640123
142,0.250920556,0.501462613,0.706886114,0.624870397,0.124785401,0.463677668,0.069516913,0.728226054,0.336143193,0,2.110194232,0.376191585,1.157950098,0.385083272
143,0.49384699,0.650073997,0.778489225,0.083478914,0.790973756,0.495451447,0.184189021,0.906193016,0.11089396,1,2.184821078,0.571960494,1.480147511,0.846069221
144,0.837879469,0.529813757,0.469343608,0.690763543,0.603165882,0.09922568,0.365856547,0.166021523,0.564500078,1,3.249016086,0.683846613,1.978746466,0.9
145,0.70891103,0.074567928,0.62180547,0.139754916,0.447469643,0.134485609,0.275001901,0.825494271,0.689174276,0,0.914483895,0.391739479,0.558471528,0.165308647
146,0.385010532,0.054947486,0.244263801,0.831813914,0.027528851,0.43985475,0.360492414,0.502286057,0.768910626,0,-1.610722132,0.219979009,1.042792955,0.1
147,0.487450599,0.685209421,0.357704438,0.326847847,0.853634307,0.437277283,0.551720891,0.004498936,0.78701453,0,1.689041086,0.58633001,1.661240744,0.867079689
148,0.895847621,0.546950521,0.826599299,0.985584611,0.31213647,0.172977041,0.20258037,0.665243292,0.407789468,1,0.575449739,0.721399071,2.354492062,0.9
149,0.451094334,0.810353642,0.961758858,0.604444656,0.097123606,0.359480575,0.9174853,0.823666187,0.541762863,1,2.562136829,0.630723988,1.991556673,0.9
150,0.048111339,0.741870594,0.627692998,0.709436729,0.625408341,0.994053741,0.698428066,0.241903184,0.604243555,0,3.258276076,0.394990967,1.166648018,0.111896115
151,0.584840688,0.855067592,0.230625138,0.790299921,0.839761303,0.224348849,0.381402914,0.908063044,0.953229242,1,0.951889754,0.71995414,2.355306176,0.9
152,0.605968454,0.095299661,0.629985117,0.834213646,0.918451942,0.148579861,0.53491465,0.811603794,0.478427119,0,0.311490688,0.350634057,1.507660827,0.180428949
153,0.995829246,0.249075133,0.801613897,0.570433214,0.986540303,0.963336822,0.58653706,0.834040654,0.217248196,0,4.100432865,0.62245219,1.948376364,0.702731114
154,0.534141316,0.804264708,0.469838732,0.852034749,0.261380244,0.451106748,0.451673447,0.502377597,0.168401625,1,3.440314221,0.669203012,1.960179944,0.9
155,0.832627263,0.103865732,0.447930276,0.976943933,0.462690789,0.646988838,0.271851458,0.48786996,0.842527697,0,1.922937899,0.468246498,1.482071146,0.268359305
156,0.630383664,0.867726098,0.833123945,0.462092692,0.12542755,0.676585579,0.602634007,0.74847521,0.407607315,1,3.884726434,0.749054881,1.73586824,0.9
157,0.486139113,0.226764127,0.345593108,0.812471035,0.437364238,0.308693745,0.28399826,0.991678771,0.583450428,0,0.008448793,0.35645162,1.418280145,0.339444014
158,0.968634789,0.999338039,0.347681601,0.63360281,0.327527671,0.058517549,0.153719912,0.838231025,0.699082219,0,-0.342830114,0.983986414,0.944150185,0.10038175
159,0.66893251,0.62821676,0.590824922,0.624025703,0.921028876,0.076155158,0.157450818,0.842209479,0.347083113,1,3.578285722,0.648574635,2.069804672,0.9
160,0.102323205,0.908091439,0.387431927,0.526033417,0.135436108,0.681910526,0.868294357,0.993680176,0.039249127,0,1.130561801,0.505207322,0.906879534,0.287784921
161,0.6180679,0.957095701,0.717171672,0.211599404,0.579364089,0.127282814,0.608305467,0.429795015,0.994697527,1,4.080528434,0.787581801,1.554532171,0.9
162,0.037489001,0.827741744,0.628801727,0.652474675,0.575700488,0.623522042,0.790139382,0.190529254,0.686521616,0,-0.115625657,0.432615372,1.07083777,0.1
163,0.725464589,0.000886176,0.935461816,0.354121849,0.494348507,0.391653049,0.271067746,0.052559302,0.910798554,0,-0.199858257,0.363175383,0.982569783,0.1
164,0.961702717,0.572901686,0.425104559,0.298893156,0.740556576,0.14595072,0.516678555,0.818979251,0.782774656,1,0.838116074,0.767302201,1.667601598,0.9
165,0.312026135,0.457745168,0.131007222,0.804559863,0.558354816,0.575310052,0.295678794,0.566921216,0.735143639,1,2.137607193,0.384885652,1.78985115,0.433802539
166,0.339337865,0.961861377,0.308359302,0.3169483,0.746017859,0.545478666,0.736759205,0.551594365,0.872266566,1,3.067631168,0.650599621,1.618332981,0.854923437
167,0.774873268,0.68761665,0.735838451,0.336358125,0.730842385,0.089665036,0.056794794,0.572339518,0.052868672,1,3.478300782,0.731244959,1.807709412,0.9
168,0.624640399,0.313891511,0.465808267,0.375395772,0.231737664,0.270641981,0.479347937,0.235532552,0.460818629,1,1.030041062,0.469265955,1.071353219,0.577750466
169,0.686621023,0.860732172,0.266792322,0.616283071,0.268093815,0.604038492,0.737846937,0.255895815,0.432710466,0,0.75201713,0.773676597,1.818516924,0.9
170,0.342811041,0.119860758,0.759246137,0.086434309,0.93515835,0.248492372,0.846919435,0.871865862,0.319773043,1,-0.202177367,0.2313359,0.817159155,0.128728552
